Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Connector Types,Access Code,Facility Type,Total_Chargers,Has_Level1,Has_Level2,Has_DC_Fast,ZIP_int,zip_code_int,county_name,electricity_rate_per_kwh,rate_tier
UC IRVINE ECPS LVL1 11,670 California Ave,Irvine,CA,92617,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92617,92617,Orange,0.3869,Medium
SOCO PARKING SOCO P1 04,180 W Santa Fe Ave,Fullerton,CA,92832,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92832,,Orange,0.3869,Medium
LG ELECTRONICS STATION 2,2952 Bunker Hill Ln,Santa Clara,CA,95054,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95054,,Sacramento,0.3869,Medium
SANTA CRUZ CNTY EMELINE AVE 1,1400 Emeline Ave,Santa Cruz,CA,95060,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95060,,Sacramento,0.3869,Medium
SANTA CRUZ CNTY 691 OCEAN ST,691-699 Ocean St,Santa Cruz,CA,95060,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95060,,Sacramento,0.3869,Medium
INTERSECT BUILDING D,17838 Gillette Ave,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614,92614,Orange,0.3869,Medium
SANTA CRUZ CNTY FREEDOM BLVD 1,1430 Freedom Blvd,Watsonville,CA,95076,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95076,,Sacramento,0.3869,Medium
ELAN MENLO PARK A5,3465 Haven Ave,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
HUDSON SKYPORT STATION 2,1650 Technology Drive,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110,,Sacramento,0.3869,Medium
SAN JOSE CITY HALL 1S,29-45 S 6th St,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
SAN JOSE EE GARAGE 4,50 N 4th Street,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
SAN JOSE 4TH SAN FER 5,44 S 4th St,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
SAN JOSE CONVENTIONCTR 3,150 W San Carlos St,San Jose,CA,95113,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95113,,Sacramento,0.3869,Medium
SAN JOSE CITY HALL 4W,88 S 4th St,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
COLORADO CENTER P2 BROADWAY 02,2500 Broadway,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
POMONA COLLEGE SCPS L1 #2,295 E 1st St,Claremont,CA,91711,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91711,,Los Angeles,0.3,Low
7825 FAY AVE LOT 1537,7825 Faye Ave,San Diego,CA,92037,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92037,92037,San Diego,0.4597,High
UTC 24HR FITNESSADA,8650 Genesee Ave,San Diego,CA,92122,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92122,,Orange,0.3869,Medium
CREEKSIDE INN WELCOME,3400 El Camino Real,Palo Alto,CA,94306,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94306,,San Francisco,0.4597,High
POMONA COLLEGE SCPS L1 #3,295 E 1st St,Claremont,CA,91711,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91711,,Los Angeles,0.3,Low
EV CHARGING SJCC LEIGH S1,2100 Moorpark Ave,San Jose,CA,95128,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95128,,Sacramento,0.3869,Medium
LYTTON CASINO STATION 1,13201 San Pablo Ave,San Pablo,CA,94806,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94806,,San Francisco,0.4597,High
GASSER BUILDING STATION ONE,433 Soscol Ave,Napa,CA,94559,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94559,,San Francisco,0.4597,High
HAUKE PARK HAUKE PARK 1,1 Hamilton Dr,Mill Valley,CA,94941,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94941,,San Francisco,0.4597,High
PORTOLAVALLEYTH SCHOOL HOUSE,765 Portola Rd,Portola Valley,CA,94028,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94028,,San Francisco,0.4597,High
PEN FACTORY STATION 02,2701 Olympic Blvd,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
HINES OC 5515 STATION 2,5515 E La Palma Ave,Anaheim,CA,92807,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92807,,Orange,0.3869,Medium
HMCS STATION 1,208 Roberts Ave,Seaside,CA,93955,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93955,,Los Angeles,0.3,Low
MPCSD LOWER CAMPUS,95 Edge Road,Atherton,CA,94027,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94027,,San Francisco,0.4597,High
CU KNOTT STUDIO 3W,283 N Cypress St,Orange,CA,92866,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92866,,Orange,0.3869,Medium
PACIFIC DESIGN PDD1,8171 E Kaiser Blvd,Anaheim,CA,92808,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92808,,Orange,0.3869,Medium
C3 C3 6,601 Corporate Pointe,Culver City,CA,90230,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90230,,Los Angeles,0.3,Low
STONERIDGE STATION 2,7901 Stoneridge Dr,Pleasanton,CA,94588,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94588,,San Francisco,0.4597,High
CSUEB LOT D STATION 2,"Harder Rd. CSU Eastbay, lot D",Hayward,CA,94542,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94542,,San Francisco,0.4597,High
TOWN OF WINDSOR BUILDING 200-2,9291 Old Redwood Hwy Bldg 200,Windsor,CA,95492,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95492,,Sacramento,0.3869,Medium
HILLSDALE SC NB6,2910 Edison St,San Mateo,CA,94403,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94403,,San Francisco,0.4597,High
SOCO PARKING SOCO P1 02,150 W Santa Fe Ave,Fullerton,CA,92832,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92832,,Orange,0.3869,Medium
HPI PALO ALTO B6L 2,3126-3202 Hanover St,Palo Alto,CA,94304,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94304,,San Francisco,0.4597,High
ORACLE RWSHORE DTECH 2,275 Oracle Pkwy,Redwood City,CA,94065,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94065,,San Francisco,0.4597,High
CITY HALL BELVEDERE 2,450 San Rafael Ave,Belvedere,CA,94920,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94920,,San Francisco,0.4597,High
JEFFERSON TRP,550 E Market St,Daly City,CA,94014,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94014,,San Francisco,0.4597,High
CITY OF REDWOOD SHORES LIB CS10,399 marine parkway,Redwood City,CA,94065,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94065,,San Francisco,0.4597,High
CITYOFPITTSBURG OLD TOWN 02,515 Railroad Ave,Pittsburg,CA,94565,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94565,,San Francisco,0.4597,High
DEPOT EAST LOT #3,1170 W 3rd St,San Bernardino,CA,92410,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92410,,Orange,0.3869,Medium
AQUATICS CENTER CIVIC CENTER 2,9701 Big Horn Blvd,Elk Grove,CA,95757,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95757,,Sacramento,0.3869,Medium
AQUATICS CENTER CIVIC CENTER 3,8280 Civic Center Dr,Elk Grove,CA,95757,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95757,,Sacramento,0.3869,Medium
1255 TREAT BLVD ADA ACCESSIBLE,1255 Treat Blvd,Walnut Creek,CA,94597,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94597,,San Francisco,0.4597,High
UC IRVINE ECPS LVL1 02,East Campus Parking Structure,Irvine,CA,92617,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92617,92617,Orange,0.3869,Medium
LONG BEACH CT PLACE C 07,119 E 3rd St,Long Beach,CA,90802,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90802,,Los Angeles,0.3,Low
CITY OF OAKLAND 1250 MLK 4,1260 Martin Luther King Jr Way,Oakland,CA,94612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94612,,San Francisco,0.4597,High
EV CHARGE FREEDOM 2,Freedom Way,Santa Rosa,CA,95403,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95403,,Sacramento,0.3869,Medium
EV CHARGE EMERITUS NGW 2,1501 Mendocino Ave,Santa Rosa,CA,95401,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95401,,Sacramento,0.3869,Medium
EV CHARGE SONOMA 2,680 Sonoma Mountain Pkwy,Petaluma,CA,94954,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94954,,San Francisco,0.4597,High
COUNTY BERGER DR 7,1555 Berger Dr,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
COUNTY BERGER DR 1,1553 Berger Dr,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
BAMC P1 STATION 2,375 Beale St.,San Francisco,CA,94105,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94105,,San Francisco,0.4597,High
WATER GARDEN P1 STATION 02,1620 26th St,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
LMU UHALL P2 2,1 LMU DRIVE UNIVERSITY HALL,Los Angeles,CA,90045,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90045,90045,Los Angeles,0.3,Low
SAN MATEO CNTY CYT PUBLIC #1A,"1701 Coyote Point Drive Coyote Point Park, Ma",San Mateo,CA,94401,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94401,,San Francisco,0.4597,High
IRVINE  CO  OFC 45 PARKER EV2,45 Parker,Irvine,CA,92618,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92618,92618,Orange,0.3869,Medium
MPCSD HILLVIEW 3,1100 Elder Ave,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
MPCSD TERC,181 Encinal Ave,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
HOLLYWOOD HOTEL HLLYWD HTL EV 1,1160 N Vermont Ave,Los Angeles,CA,90029,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90029,90029,Los Angeles,0.3,Low
MPCSD OAK KNOLL,1895 Oak Knoll Lane,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
MPCSD UPPER CAMPUS,275 Elliott Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
BEVERLY HILLS 345 N BEVERLY 1,351 N Beverly Dr,Beverly Hills,CA,90210,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90210,,Los Angeles,0.3,Low
PMH CHARGEPOINT 1841 STATION 3,1841 Page Mill Rd,Palo Alto,CA,94304,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94304,,San Francisco,0.4597,High
BEVERLY HILLS 216 S BEVERLY 1,216 S Beverly Dr,Beverly Hills,CA,90212,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90212,,Los Angeles,0.3,Low
CITY OF SEALBCH 120 MAIN ST,120 Main St,Seal Beach,CA,90740,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90740,,Los Angeles,0.3,Low
CU WEST CAMPUS A2,228 N Cypress St,Orange,CA,92868,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92868,,Orange,0.3869,Medium
CU BARRERA 3,200 W Sycamore Ave,Orange,CA,92866,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92866,,Orange,0.3869,Medium
OC FAIR STATION 2,1167-1199 Arlington Dr,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626,92626,Orange,0.3869,Medium
CNTYOFRIVERSIDE MONROE PK DC,44199 Monroe St,Indio,CA,92201,0.0,0.0,1.0,ChargePoint Network,J1772COMBO,public,,1.0,False,False,True,92201,92201,Riverside,0.3869,Medium
SOUTHBAY STATION 3,20700 Avalon Blvd,Carson,CA,90746,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90746,,Los Angeles,0.3,Low
PALO ALTO CA BRYANT #5,445 Bryant St,Palo Alto,CA,94301,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94301,,San Francisco,0.4597,High
PUBLIC MARKET STATION 1,6201 Shellmound St,Emeryville,CA,94608,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94608,,San Francisco,0.4597,High
BW STATION 1 STATION 01,9265 Burton Way,Beverly Hills,CA,90210,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90210,,Los Angeles,0.3,Low
LTG STATION 01,217 W California Ave,Glendale,CA,91203,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91203,91203,Los Angeles,0.3,Low
SEVEN LAKES CC CLUBHOUSE,2 Desert Lakes Dr,Palm Springs,CA,92264,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92264,92264,Riverside,0.3869,Medium
SAN MATEO CNTY SCAP PUBLIC #1A,620 Airport Way San Carlos Airport,San Carlos,CA,94070,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94070,,San Francisco,0.4597,High
COUNTY OF MARIN HEALTH CAMPUS,3260 Kerner Blvd,San Rafael,CA,94901,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94901,,San Francisco,0.4597,High
CU ANDERSON 24,481 N Orange St,Orange,CA,92867,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92867,,Orange,0.3869,Medium
SSEWER DON JULIO 01,5026 Don Julio Blvd,Sacramento,CA,95842,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95842,,Sacramento,0.3869,Medium
BMW SANTA MARIA BMWSM DC FAST 1,2150 South College Drive,Santa Maria,CA,93455,0.0,0.0,1.0,ChargePoint Network,J1772COMBO,public,,1.0,False,False,True,93455,,Los Angeles,0.3,Low
CU ANDERSON 23,481 N Orange St,Orange,CA,92867,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92867,,Orange,0.3869,Medium
EL SEGUNDO HOLLY ST 1,100-198 E Holly Ave,El Segundo,CA,90245,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90245,,Los Angeles,0.3,Low
UCSC CBB 3,130 McAllister Way,Santa Cruz,CA,95060,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95060,,Sacramento,0.3869,Medium
SAN MATEO CNTY CYT PUBLIC #1B,"1701 Coyote Point Drive Coyote Point Park, Ma",San Mateo,CA,94401,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94401,,San Francisco,0.4597,High
FAIRFAX PARKADE,2-38 Broadway,Fairfax,CA,94930,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94930,,San Francisco,0.4597,High
450 B STREET IN ONE PACIFIC HT1,9920 pacific heights blvd,San Diego,CA,92121,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92121,,Orange,0.3869,Medium
ESPOSTI STATION ESPOSTI 2,Kendall Way,Windsor,CA,95492,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95492,,Sacramento,0.3869,Medium
CENTENNIAL PORTERVILLE 3,323-359 N 2nd St,Porterville,CA,93257,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93257,,Los Angeles,0.3,Low
AGUA CALIENTE LEVEL 3 02,261-299 N Calle El Segundo,Palm Springs,CA,92262,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92262,92262,Riverside,0.3869,Medium
AGUA CALIENTE LEVEL 2 01,401 E Amado Rd,Palm Springs,CA,92262,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92262,92262,Riverside,0.3869,Medium
UCSC SMDC 1,100 McAllister Way,Santa Cruz,CA,95060,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95060,,Sacramento,0.3869,Medium
INTERSECT BUILDING B 3,17877 Von Karman Ave,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614,92614,Orange,0.3869,Medium
INTERSECT BUILDING C,17892 Gillette Ave,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614,92614,Orange,0.3869,Medium
HOAG HOSPITAL NB PUBLIC 2,38 Hoag Rd S,Newport Beach,CA,92663,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92663,92663,Orange,0.3869,Medium
IRVINE  CO  OFC 4 PARK PLAZA 02,4 Coronado,Irvine,CA,92614,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92614,92614,Orange,0.3869,Medium
IRVINE  CO  OFC 4 PARK PLAZA 03,4 Park Plaza,Irvine,CA,92614,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92614,92614,Orange,0.3869,Medium
BROOKFIELD WEST 601 S FIG EV1,601 S Figueroa St,Los Angeles,CA,90017,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90017,90017,Los Angeles,0.3,Low
CONTRA COSTA CO 255 GLACIER 1,225 Glacier Dr,Martinez,CA,94553,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94553,,San Francisco,0.4597,High
IRVINE  CO  OFC MC 690 03,690 N McCarthy Blvd,Milpitas,CA,95035,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95035,,Sacramento,0.3869,Medium
IRVINE  CO  OFC 5171 CALIF 02,5171 California Ave,Irvine,CA,92617,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92617,92617,Orange,0.3869,Medium
LINCOLN PROPERY STATION 02,21215 Burbank Blvd,Los Angeles,CA,91367,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91367,91367,Los Angeles,0.3,Low
FOURTH STREET STATION 2,1911 4th street,Berkeley,CA,94710,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94710,,San Francisco,0.4597,High
ESSEX 5600 WILSHIRE 1,5600 Wilshire Blvd,Los Angeles,CA,90036,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90036,90036,Los Angeles,0.3,Low
ESSEX THE DYLAN 4,7111 California Route 2,West Hollywood,CA,90046,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90046,90046,Los Angeles,0.3,Low
THE VERDANT CT4000-740,3943-3965 Zanker Rd,San Jose,CA,95134,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95134,,Sacramento,0.3869,Medium
ESSEX THE HUXLEY 05,1234 N La Brea Ave,West Hollywood,CA,90038,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90038,90038,Los Angeles,0.3,Low
ESSEX PATHWAYS 02,5938 Bixby Village Dr,Long Beach,CA,90803,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90803,,Los Angeles,0.3,Low
PARKING GARAGE STATION 1,310 E Bidwell St,Folsom,CA,95630,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95630,95630,Sacramento,0.3869,Medium
PARKING GARAGE STATION 3,310 Via Felice,Folsom,CA,95630,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95630,95630,Sacramento,0.3869,Medium
FHC EV STATION 1,4005 Miranda Ave,Palo Alto,CA,94304,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94304,,San Francisco,0.4597,High
EAST LOT HMC ARCHITECTS3,3578-3598 Concours St,Ontario,CA,91764,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91764,,Los Angeles,0.3,Low
EAST LOT HMC ARCHITECTS2,3546 Concours,Ontario,CA,91764,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91764,,Los Angeles,0.3,Low
ALAMEDA EH 4000 03,1141 Harbor Bay Pkwy,Alameda,CA,94502,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94502,,San Francisco,0.4597,High
MASP MASP2,16999 Airport Blvd,Mojave,CA,93501,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93501,,Los Angeles,0.3,Low
IRVINE  CO  OFC OCBC 6410 02,6410 Oak Canyon,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
RAMONA SHOPPING SUNVALLEY #2,1308-1312 CA-67,Ramona,CA,92065,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92065,92065,San Diego,0.4597,High
CITY ADMIN CITY ADMIN 2,201-291 N Tipton St,Visalia,CA,93292,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93292,,Los Angeles,0.3,Low
888 DISNEYLAND 888 STATION 2,888 Disneyland Dr,Anaheim,CA,92802,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92802,,Orange,0.3869,Medium
SANTA CLARA NORTHSIDE LIB 2,611-695 Moreland Way,Santa Clara,CA,95054,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95054,,Sacramento,0.3869,Medium
COC EV CHARGING CP00406,980 Montecito Dr,Corona,CA,92879,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92879,,Orange,0.3869,Medium
DL CT4K #2,2780 Cabot Dr,Corona,CA,92883,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92883,,Orange,0.3869,Medium
SCCOA EVS1-2,2900 Tannery Way,Santa Clara,CA,95054,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95054,,Sacramento,0.3869,Medium
EQOFFICE OC 3150 BRISTOL 02,3150 Bristol St,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626,92626,Orange,0.3869,Medium
SRH 4K 2,20340 Hawthorne Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503,,Los Angeles,0.3,Low
450 B STREET IN 450 B TOWER 3,450 B St,San Diego,CA,92101,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92101,,Orange,0.3869,Medium
WGC EVCS STATION 01,978-992 Wilshire Blvd,Los Angeles,CA,90017,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90017,90017,Los Angeles,0.3,Low
HUDSON 1740 TEC 2ND FLOOR 2,1740 Technology Dr,San Jose,CA,95112,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95112,,Sacramento,0.3869,Medium
THECAMDEN B2 ST1,1540-1578 Vine St,Los Angeles,CA,90028,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90028,90028,Los Angeles,0.3,Low
CU ANDERSON 20,452-498 N Center St,Orange,CA,92866,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92866,,Orange,0.3869,Medium
CU ANDERSON 1,400-450 N Center St,Orange,CA,92866,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92866,,Orange,0.3869,Medium
CU ANDERSON 9,450 N Center St,Orange,CA,92866,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92866,,Orange,0.3869,Medium
COUNTY CCPARKINGLOT-6,950 N San Pedro St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110,,Sacramento,0.3869,Medium
SEIU LOCAL 721 STATION 01,1545 Wilshire Blvd,Los Angeles,CA,90017,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90017,90017,Los Angeles,0.3,Low
LA MESA SPRINGS LA MESA 2,8030 La Mesa Blvd,La Mesa,CA,91942,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91942,,Los Angeles,0.3,Low
CU JIM MILLER 1,527-605 E Walnut Ave,Orange,CA,92867,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92867,,Orange,0.3869,Medium
PARKING GARAGE STATION 2,290 Palladio Pkwy,Folsom,CA,95630,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95630,95630,Sacramento,0.3869,Medium
CU ANDERSON 4,323 W Sycamore Ave,Orange,CA,92866,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92866,,Orange,0.3869,Medium
CITY OF REDWOOD SHORES LIB CS4,San Francisco Bay Trail,Redwood City,CA,94065,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94065,,San Francisco,0.4597,High
CITY OF REDWOOD RED MORTON LEFT,1014 King St,Redwood City,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
